image = [255  255  56  3  0  32  0  0  0  0  0  0  0  0  0  0  53  243  241  241  241  241  241  88  0  0  0  0  32  0  0  0  0  0  0  0  0  0  0  0  0  0  14  0  19  0  0  0  0  0  0  0  0  0  0  5  1  71  71  71  16  3  36  38  38  38  38  38  38  25  1  0  13  55  70  55  55  55  55  55  55  55  55  64  55  0  0  0  0  0  0  0  0  0  0  0  32  0  0  0  0  0  91  168  168  168  168  168  168  168  168  168  172  172  55  32  255  255  255  255  255  255  255  255  192  0  187  255  255  255  56  50  184  184  184  139  0  91  136  136  151  136  136  136  136  64  0  65  0  24  0  0  0  32  0  0  0  11  0  0  0  0  8  249  249  249  16  16  38  23  0  23  103  103  103  103  103  103  103  6  6  25  0  0  0  0  0  0  0  32  32  0  0  0  11  0  0  5  255  255  255  
255  255  56  56  255  6  0  0  0  0  0  0  0  0  0  0  0  53  243  241  241  241  241  241  0  0  0  0  32  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  19  0  0  0  0  0  0  0  0  0  1  1  71  0  0  0  16  3  36  38  38  38  38  38  38  38  1  0  0  0  70  55  55  55  55  55  55  55  55  0  55  0  0  55  55  0  0  0  0  0  0  0  0  0  0  0  0  0  168  0  168  168  168  168  168  168  168  172  172  172  255  255  172  172  255  168  168  255  255  255  255  255  255  255  255  50  255  50  50  184  0  255  136  136  151  136  136  136  136  184  184  136  184  24  24  24  32  32  32  32  32  0  0  0  11  0  0  0  0  249  16  16  16  0  0  0  23  103  103  103  103  103  103  103  103  25  25  25  0  25  103  103  103  32  0  0  0  0  0  11  0  0  0  5  255  255  
255  255  255  56  255  255  0  0  255  255  255  0  0  0  0  0  0  0  0  241  241  241  241  241  241  241  32  0  32  32  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  19  19  0  0  0  0  0  0  5  1  0  5  0  0  0  0  0  16  38  38  38  38  38  38  0  0  0  0  0  70  70  55  55  17  17  55  55  55  17  55  17  0  55  55  55  17  0  0  0  0  0  0  0  0  0  0  0  0  168  168  0  0  168  168  168  0  172  172  172  55  172  172  172  172  255  255  168  255  255  192  0  255  255  255  255  255  50  50  50  50  0  255  255  255  136  136  136  184  184  184  184  184  184  184  0  24  32  32  255  255  11  32  0  0  0  0  0  249  0  0  0  0  0  16  0  249  249  249  103  103  103  103  103  103  6  25  25  25  25  25  103  103  103  0  0  0  0  0  0  0  103  0  5  255  255  255  
255  255  255  255  6  0  0  0  255  0  255  0  0  0  0  0  0  0  241  241  241  241  241  241  241  241  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  19  0  19  0  0  0  0  0  0  0  0  0  5  5  0  0  0  0  0  0  0  38  38  38  38  38  38  38  0  0  38  0  55  70  17  17  17  17  55  55  55  17  17  17  17  55  55  17  17  17  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  168  168  0  0  0  172  172  55  172  172  168  168  255  255  255  255  255  255  255  255  255  255  255  50  50  50  50  255  255  255  136  184  184  136  184  136  184  136  184  184  184  24  0  32  32  0  255  255  0  32  0  0  0  0  0  249  0  0  0  0  0  0  249  249  249  249  103  103  103  103  103  103  25  25  103  25  25  103  103  0  0  0  0  0  0  0  103  0  0  138  5  138  255  
255  255  255  255  255  255  255  255  255  255  255  0  0  0  0  0  0  0  241  241  241  241  241  241  241  241  0  241  241  241  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  0  0  0  0  0  0  38  38  38  38  38  38  0  38  38  38  38  17  17  17  17  17  17  55  17  55  17  17  17  55  17  55  55  17  17  0  0  0  0  0  0  0  0  0  0  0  0  168  168  0  0  168  172  0  0  172  0  172  172  172  168  168  255  255  255  255  255  255  255  255  255  255  50  255  50  50  255  255  184  184  184  184  136  184  184  184  136  136  184  184  184  184  184  0  0  0  0  255  32  0  0  0  0  0  249  249  0  0  0  0  0  0  0  0  249  249  103  103  103  103  103  25  103  103  103  103  103  103  103  103  103  103  0  0  0  0  0  0  0  0  0  8  255  
255  255  255  255  6  255  255  255  255  255  255  255  0  0  0  0  0  241  241  241  241  241  241  0  241  0  241  241  241  0  0  241  0  0  0  241  0  0  0  0  0  0  0  0  0  0  0  0  0  19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  38  38  38  0  0  38  38  38  38  38  38  17  17  17  17  55  17  17  17  17  17  17  55  17  55  55  255  255  0  0  0  0  0  0  0  0  0  0  0  0  0  168  0  0  168  172  172  0  0  172  172  172  168  168  168  168  255  255  255  255  255  255  255  255  255  50  50  50  255  255  255  184  184  184  184  184  184  184  136  136  184  184  184  184  184  0  0  255  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  249  249  0  103  103  103  103  103  103  103  0  103  103  103  103  103  103  103  0  0  0  103  103  0  0  0  8  0  56  
255  255  255  255  255  6  6  255  255  255  255  255  255  0  0  0  0  241  241  241  241  241  241  241  0  241  241  241  241  241  241  241  0  241  241  241  241  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  36  0  0  0  0  38  38  38  38  38  38  38  17  17  17  17  17  17  17  17  17  17  17  55  17  55  255  255  255  255  0  255  0  0  0  0  0  0  0  0  0  168  168  0  0  0  0  0  0  0  0  0  168  172  168  168  255  255  255  255  255  255  255  255  255  255  50  255  255  50  255  255  255  184  184  184  184  184  184  184  184  184  184  184  184  184  184  255  184  184  0  0  0  0  0  0  255  0  0  0  0  0  0  0  0  0  0  0  0  0  249  0  103  103  103  0  103  103  103  103  103  103  103  103  103  103  103  0  0  103  0  0  0  0  0  0  1  
255  255  255  255  255  255  255  255  255  255  255  255  255  0  0  0  0  241  241  241  241  241  0  0  0  241  241  241  241  241  241  241  241  241  241  0  241  241  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  36  0  0  0  0  0  0  0  38  38  0  38  17  38  38  55  17  17  17  17  17  17  17  17  17  55  55  17  255  255  255  255  255  0  0  0  0  0  0  0  168  0  168  168  0  0  0  0  0  0  0  0  0  136  136  168  255  255  255  255  255  255  255  255  255  255  255  255  255  50  255  255  255  255  255  184  184  184  184  184  184  184  184  184  184  184  184  184  255  255  255  184  0  0  0  0  0  255  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  103  0  103  103  103  103  103  103  103  103  103  103  103  103  103  103  0  0  0  0  0  0  0  1  
164  164  164  255  255  6  255  255  255  255  6  255  255  255  0  0  0  241  241  241  241  241  0  0  0  0  0  0  0  241  241  241  241  241  241  241  241  241  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  36  36  0  0  0  0  38  0  0  38  0  38  17  0  17  55  17  17  17  17  17  17  17  17  17  55  255  17  255  255  255  255  0  255  0  0  0  0  168  0  0  168  0  168  0  0  0  0  0  0  136  136  168  168  136  136  255  255  255  255  255  255  255  255  255  255  255  255  50  255  255  255  255  255  184  184  184  184  184  184  184  184  184  184  184  184  255  184  255  184  184  184  184  0  0  255  255  255  255  255  255  0  0  0  0  0  0  0  0  0  0  0  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  103  0  0  0  0  0  0  0  
0  5  6  0  255  255  255  255  6  6  6  6  0  0  0  0  0  0  241  241  241  241  0  0  0  0  0  0  0  0  241  241  241  241  241  241  0  241  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  38  0  0  0  0  0  0  17  55  17  17  17  55  17  55  17  17  17  17  17  255  255  255  255  255  255  255  0  0  0  0  0  0  0  0  168  168  0  0  136  0  0  0  136  0  136  136  136  136  136  255  255  255  255  255  255  255  255  136  255  255  255  255  255  255  255  255  255  255  184  184  184  184  184  184  184  184  184  184  255  184  255  184  184  184  0  0  255  255  0  255  255  255  255  0  0  0  0  0  0  0  0  0  0  0  103  0  103  103  103  103  103  103  103  103  103  103  103  103  103  0  103  0  0  0  0  0  0  0  0  0  
